NO;ULASAN;TANGGAL;LABEL;case_folding;remove_puctuation;tokenize;stemming;stopwords;empty_token
109;Tempatnya enak, nyaman, steaknya lumayan, setara dengan harganya.. cocok untuk berkumpul bareng teman atau keluarga;setahun yang lalu;0;tempatnya enak, nyaman, steaknya lumayan, setara dengan harganya.. cocok untuk berkumpul bareng teman atau keluarga;tempatnya enak  nyaman  steaknya lumayan  setara dengan harganya   cocok untuk berkumpul bareng teman atau keluarga;['tempatnya', 'enak', 'nyaman', 'steaknya', 'lumayan', 'setara', 'dengan', 'harganya', 'cocok', 'untuk', 'berkumpul', 'bareng', 'teman', 'atau', 'keluarga'];['tempat', 'enak', 'nyaman', 'steaknya', 'lumayan', 'tara', 'dengan', 'harga', 'cocok', 'untuk', 'kumpul', 'bareng', 'teman', 'atau', 'keluarga'];['tempat', 'enak', 'nyaman', 'steaknya', 'lumayan', 'tara', '', 'harga', 'cocok', '', 'kumpul', 'bareng', 'teman', '', 'keluarga'];tempat enak nyaman steaknya lumayan tara harga cocok kumpul bareng teman keluarga
110;Lumayan rasa sesuai harga;6 bulan lalu;0;lumayan rasa sesuai harga;lumayan rasa sesuai harga;['lumayan', 'rasa', 'sesuai', 'harga'];['lumayan', 'rasa', 'sesuai', 'harga'];['lumayan', 'rasa', 'sesuai', 'harga'];lumayan rasa sesuai harga
111;Setiap bulan menyempatkan ke sini, rasa enak dan harga terjangkau, pas untuk kantong;setahun yang lalu;0;setiap bulan menyempatkan ke sini, rasa enak dan harga terjangkau, pas untuk kantong;setiap bulan menyempatkan ke sini  rasa enak dan harga terjangkau  pas untuk kantong;['setiap', 'bulan', 'menyempatkan', 'ke', 'sini', 'rasa', 'enak', 'dan', 'harga', 'terjangkau', 'pas', 'untuk', 'kantong'];['tiap', 'bulan', 'sempat', 'ke', 'sini', 'rasa', 'enak', 'dan', 'harga', 'jangkau', 'pas', 'untuk', 'kantong'];['tiap', 'bulan', 'sempat', '', 'sini', 'rasa', 'enak', '', 'harga', 'jangkau', 'pas', '', 'kantong'];tiap bulan sempat sini rasa enak harga jangkau pas kantong
112;Makanannya enak, harganya juga standar pas dikantong mahasiswa, ada musala juga;setahun yang lalu;0;makanannya enak, harganya juga standar pas dikantong mahasiswa, ada musala juga;makanannya enak  harganya juga standar pas dikantong mahasiswa  ada musala juga;['makanannya', 'enak', 'harganya', 'juga', 'standar', 'pas', 'dikantong', 'mahasiswa', 'ada', 'musala', 'juga'];['makan', 'enak', 'harga', 'juga', 'standar', 'pas', 'kantong', 'mahasiswa', 'ada', 'musala', 'juga'];['makan', 'enak', 'harga', '', 'standar', 'pas', 'kantong', 'mahasiswa', '', 'musala', ''];makan enak harga standar pas kantong mahasiswa musala
113;Steak murah enak ya cuma di sini nyaman tempatnya mau pakai kursi atau lesehan juga ada parkir lumayan luas no ac tetapi tetap adem karena sedia kipas pelayanan oke;setahun yang lalu;0;steak murah enak ya cuma di sini nyaman tempatnya mau pakai kursi atau lesehan juga ada parkir lumayan luas no ac tetapi tetap adem karena sedia kipas pelayanan oke;steak murah enak ya cuma di sini nyaman tempatnya mau pakai kursi atau lesehan juga ada parkir lumayan luas no ac tetapi tetap adem karena sedia kipas pelayanan oke;['steak', 'murah', 'enak', 'ya', 'cuma', 'di', 'sini', 'nyaman', 'tempatnya', 'mau', 'pakai', 'kursi', 'atau', 'lesehan', 'juga', 'ada', 'parkir', 'lumayan', 'luas', 'no', 'ac', 'tetapi', 'tetap', 'adem', 'karena', 'sedia', 'kipas', 'pelayanan', 'oke'];['steak', 'murah', 'enak', 'ya', 'cuma', 'di', 'sini', 'nyaman', 'tempat', 'mau', 'pakai', 'kursi', 'atau', 'leseh', 'juga', 'ada', 'parkir', 'lumayan', 'luas', 'no', 'ac', 'tetapi', 'tetap', 'adem', 'karena', 'sedia', 'kipas', 'layan', 'oke'];['steak', 'murah', 'enak', '', 'cuma', '', 'sini', 'nyaman', 'tempat', 'mau', 'pakai', 'kursi', '', 'leseh', '', '', 'parkir', 'lumayan', 'luas', 'no', 'ac', '', 'tetap', 'adem', '', 'sedia', 'kipas', 'layan', 'oke'];steak murah enak cuma sini nyaman tempat mau pakai kursi leseh parkir lumayan luas no ac tetap adem sedia kipas layan oke
114;steaknya enak mengandung banyak air banget dagingnya empuk dagingnya pokoknya mantap betul;setahun yang lalu;0;steaknya enak mengandung banyak air banget dagingnya empuk dagingnya pokoknya mantap betul;steaknya enak mengandung banyak air banget dagingnya empuk dagingnya pokoknya mantap betul;['steaknya', 'enak', 'mengandung', 'banyak', 'air', 'banget', 'dagingnya', 'empuk', 'dagingnya', 'pokoknya', 'mantap', 'betul'];['steaknya', 'enak', 'kandung', 'banyak', 'air', 'banget', 'daging', 'empuk', 'daging', 'pokok', 'mantap', 'betul'];['steaknya', 'enak', 'kandung', 'banyak', 'air', 'banget', 'daging', 'empuk', 'daging', 'pokok', 'mantap', 'betul'];steaknya enak kandung banyak air banget daging empuk daging pokok mantap betul
115;Enak murah;10 bulan lalu;0;enak murah;enak murah;['enak', 'murah'];['enak', 'murah'];['enak', 'murah'];enak murah
116;âAl-Ghiffâ adalah salah satu warung makan di Cirebon yang menyajikan steak sebagai hidangan utamanya. Dan Al-Ghiff memiliki beberapa cabang di kota Cirebon seperti salah satunya di Perumnas.  Warung makan ini memang belum terlalu lama berdiri di Cirebon, tetapi dari pengamatan penulis CirebonKuliner warung ini lumayan selalu ramai dikunjungi pengunjung, terutama di malam minggu. Mungkin karena tempatnya yang cukup nyaman dan harganya yang relatif murah.  Agak berbeda dengan yang Chicken Steak Crispy. Adonan tepung terigu yang dipakai Cukup gurih, dan cukup menyatu dengan saus (bumbu) yang disiram di atasnya. Sedangkan soal harga, warung makan ini terbilang memberi harga yang cukup terjangkau dengan kisaran harga dari Rp 10.0000 sampai Rp 30.000.;2 tahun lalu;0;âal-ghiffâ adalah salah satu warung makan di cirebon yang menyajikan steak sebagai hidangan utamanya. dan al-ghiff memiliki beberapa cabang di kota cirebon seperti salah satunya di perumnas.  warung makan ini memang belum terlalu lama berdiri di cirebon, tetapi dari pengamatan penulis cirebonkuliner warung ini lumayan selalu ramai dikunjungi pengunjung, terutama di malam minggu. mungkin karena tempatnya yang cukup nyaman dan harganya yang relatif murah.  agak berbeda dengan yang chicken steak crispy. adonan tepung terigu yang dipakai cukup gurih, dan cukup menyatu dengan saus (bumbu) yang disiram di atasnya. sedangkan soal harga, warung makan ini terbilang memberi harga yang cukup terjangkau dengan kisaran harga dari rp 10.0000 sampai rp 30.000.;âal ghiffâ adalah salah satu warung makan di cirebon yang menyajikan steak sebagai hidangan utamanya  dan al ghiff memiliki beberapa cabang di kota cirebon seperti salah satunya di perumnas   warung makan ini memang belum terlalu lama berdiri di cirebon  tetapi dari pengamatan penulis cirebonkuliner warung ini lumayan selalu ramai dikunjungi pengunjung  terutama di malam minggu  mungkin karena tempatnya yang cukup nyaman dan harganya yang relatif murah   agak berbeda dengan yang chicken steak crispy  adonan tepung terigu yang dipakai cukup gurih  dan cukup menyatu dengan saus  bumbu  yang disiram di atasnya  sedangkan soal harga  warung makan ini terbilang memberi harga yang cukup terjangkau dengan kisaran harga dari rp   sampai rp   ;['â\x80\x9cal', 'ghiffâ\x80\x9d', 'adalah', 'salah', 'satu', 'warung', 'makan', 'di', 'cirebon', 'yang', 'menyajikan', 'steak', 'sebagai', 'hidangan', 'utamanya', 'dan', 'al', 'ghiff', 'memiliki', 'beberapa', 'cabang', 'di', 'kota', 'cirebon', 'seperti', 'salah', 'satunya', 'di', 'perumnas', 'warung', 'makan', 'ini', 'memang', 'belum', 'terlalu', 'lama', 'berdiri', 'di', 'cirebon', 'tetapi', 'dari', 'pengamatan', 'penulis', 'cirebonkuliner', 'warung', 'ini', 'lumayan', 'selalu', 'ramai', 'dikunjungi', 'pengunjung', 'terutama', 'di', 'malam', 'minggu', 'mungkin', 'karena', 'tempatnya', 'yang', 'cukup', 'nyaman', 'dan', 'harganya', 'yang', 'relatif', 'murah', 'agak', 'berbeda', 'dengan', 'yang', 'chicken', 'steak', 'crispy', 'adonan', 'tepung', 'terigu', 'yang', 'dipakai', 'cukup', 'gurih', 'dan', 'cukup', 'menyatu', 'dengan', 'saus', 'bumbu', 'yang', 'disiram', 'di', 'atasnya', 'sedangkan', 'soal', 'harga', 'warung', 'makan', 'ini', 'terbilang', 'memberi', 'harga', 'yang', 'cukup', 'terjangkau', 'dengan', 'kisaran', 'harga', 'dari', 'rp', 'sampai', 'rp'];['al', 'ghiff', 'adalah', 'salah', 'satu', 'warung', 'makan', 'di', 'cirebon', 'yang', 'saji', 'steak', 'bagai', 'hidang', 'utama', 'dan', 'al', 'ghiff', 'milik', 'beberapa', 'cabang', 'di', 'kota', 'cirebon', 'seperti', 'salah', 'satu', 'di', 'perumnas', 'warung', 'makan', 'ini', 'memang', 'belum', 'terlalu', 'lama', 'diri', 'di', 'cirebon', 'tetapi', 'dari', 'amat', 'tulis', 'cirebonkuliner', 'warung', 'ini', 'lumayan', 'selalu', 'ramai', 'kunjung', 'unjung', 'utama', 'di', 'malam', 'minggu', 'mungkin', 'karena', 'tempat', 'yang', 'cukup', 'nyaman', 'dan', 'harga', 'yang', 'relatif', 'murah', 'agak', 'beda', 'dengan', 'yang', 'chicken', 'steak', 'crispy', 'adon', 'tepung', 'terigu', 'yang', 'pakai', 'cukup', 'gurih', 'dan', 'cukup', 'satu', 'dengan', 'saus', 'bumbu', 'yang', 'siram', 'di', 'atas', 'sedang', 'soal', 'harga', 'warung', 'makan', 'ini', 'bilang', 'beri', 'harga', 'yang', 'cukup', 'jangkau', 'dengan', 'kisar', 'harga', 'dari', 'rp', 'sampai', 'rp'];['al', 'ghiff', '', 'salah', 'satu', 'warung', 'makan', '', 'cirebon', '', 'saji', 'steak', 'bagai', 'hidang', 'utama', '', 'al', 'ghiff', 'milik', 'beberapa', 'cabang', '', 'kota', 'cirebon', '', 'salah', 'satu', '', 'perumnas', 'warung', 'makan', '', 'memang', '', 'terlalu', 'lama', 'diri', '', 'cirebon', '', '', '', 'tulis', 'cirebonkuliner', 'warung', '', 'lumayan', 'selalu', 'ramai', 'kunjung', 'unjung', 'utama', '', 'malam', 'minggu', 'mungkin', '', 'tempat', '', 'cukup', 'nyaman', '', 'harga', '', 'relatif', 'murah', '', 'beda', '', '', 'chicken', 'steak', 'crispy', 'adon', 'tepung', 'terigu', '', 'pakai', 'cukup', 'gurih', '', 'cukup', 'satu', '', 'saus', 'bumbu', '', 'siram', '', 'atas', 'sedang', 'soal', 'harga', 'warung', 'makan', '', 'bilang', 'beri', 'harga', '', 'cukup', 'jangkau', '', 'kisar', 'harga', '', 'rp', '', 'rp'];al ghiff salah satu warung makan cirebon saji steak bagai hidang utama al ghiff milik beberapa cabang kota cirebon salah satu perumnas warung makan memang terlalu lama diri cirebon tulis cirebonkuliner warung lumayan selalu ramai kunjung unjung utama malam minggu mungkin tempat cukup nyaman harga relatif murah beda chicken steak crispy adon tepung terigu pakai cukup gurih cukup satu saus bumbu siram atas sedang soal harga warung makan bilang beri harga cukup jangkau kisar harga rp rp
117;Tempat makan favorit anak anak...rasa saus steaknya emang paling enak;3 minggu yang lalu;0;tempat makan favorit anak anak...rasa saus steaknya emang paling enak;tempat makan favorit anak anak   rasa saus steaknya emang paling enak;['tempat', 'makan', 'favorit', 'anak', 'anak', 'rasa', 'saus', 'steaknya', 'emang', 'paling', 'enak'];['tempat', 'makan', 'favorit', 'anak', 'anak', 'rasa', 'saus', 'steaknya', 'emang', 'paling', 'enak'];['tempat', 'makan', 'favorit', 'anak', 'anak', 'rasa', 'saus', 'steaknya', 'emang', 'paling', 'enak'];tempat makan favorit anak anak rasa saus steaknya emang paling enak
118;Tempat makan favorit aku. selain makanannya yang enak dan lezat, wifinya mantap dah, tempatnya juga adem tenteram deket masjid wkw;2 tahun lalu;0;tempat makan favorit aku. selain makanannya yang enak dan lezat, wifinya mantap dah, tempatnya juga adem tenteram deket masjid wkw;tempat makan favorit aku  selain makanannya yang enak dan lezat  wifinya mantap dah  tempatnya juga adem tenteram deket masjid wkw;['tempat', 'makan', 'favorit', 'aku', 'selain', 'makanannya', 'yang', 'enak', 'dan', 'lezat', 'wifinya', 'mantap', 'dah', 'tempatnya', 'juga', 'adem', 'tenteram', 'deket', 'masjid', 'wkw'];['tempat', 'makan', 'favorit', 'aku', 'selain', 'makan', 'yang', 'enak', 'dan', 'lezat', 'wifinya', 'mantap', 'dah', 'tempat', 'juga', 'adem', 'tenteram', 'deket', 'masjid', 'wkw'];['tempat', 'makan', 'favorit', 'aku', '', 'makan', '', 'enak', '', 'lezat', 'wifinya', 'mantap', 'dah', 'tempat', '', 'adem', 'tenteram', 'deket', 'masjid', 'wkw'];tempat makan favorit aku makan enak lezat wifinya mantap dah tempat adem tenteram deket masjid wkw
119;Tempatnya lembap,steak crispy tebal tepungnya sampai tidak terasa isinya.. Musala ada, tempat wudu asal.;setahun yang lalu;1;tempatnya lembap,steak crispy tebal tepungnya sampai tidak terasa isinya.. musala ada, tempat wudu asal.;tempatnya lembap steak crispy tebal tepungnya sampai tidak terasa isinya   musala ada  tempat wudu asal ;['tempatnya', 'lembap', 'steak', 'crispy', 'tebal', 'tepungnya', 'sampai', 'tidak', 'terasa', 'isinya', 'musala', 'ada', 'tempat', 'wudu', 'asal'];['tempat', 'lembap', 'steak', 'crispy', 'tebal', 'tepung', 'sampai', 'tidak', 'asa', 'isi', 'musala', 'ada', 'tempat', 'wudu', 'asal'];['tempat', 'lembap', 'steak', 'crispy', 'tebal', 'tepung', '', 'tidak', 'asa', 'isi', 'musala', '', 'tempat', 'wudu', 'asal'];tempat lembap steak crispy tebal tepung tidak asa isi musala tempat wudu asal
120;Tempat nyaman...steak mantap;setahun yang lalu;0;tempat nyaman...steak mantap;tempat nyaman   steak mantap;['tempat', 'nyaman', 'steak', 'mantap'];['tempat', 'nyaman', 'steak', 'mantap'];['tempat', 'nyaman', 'steak', 'mantap'];tempat nyaman steak mantap
121;Enak ,harga murah ,tempat nyaman;8 bulan lalu;0;enak ,harga murah ,tempat nyaman;enak  harga murah  tempat nyaman;['enak', 'harga', 'murah', 'tempat', 'nyaman'];['enak', 'harga', 'murah', 'tempat', 'nyaman'];['enak', 'harga', 'murah', 'tempat', 'nyaman'];enak harga murah tempat nyaman
122;Pelayanan tidak memuaskan.  2 kali salah datang pesanannya sudah begitu steaknya asin.  Dan lebih banyak tepungnya tidak sebanding dengan dagingnya. tidak seenak dulu.  Mohon ditingkatkan kembali pelayananya.;setahun yang lalu;1;pelayanan tidak memuaskan.  2 kali salah datang pesanannya sudah begitu steaknya asin.  dan lebih banyak tepungnya tidak sebanding dengan dagingnya. tidak seenak dulu.  mohon ditingkatkan kembali pelayananya.;pelayanan tidak memuaskan    kali salah datang pesanannya sudah begitu steaknya asin   dan lebih banyak tepungnya tidak sebanding dengan dagingnya  tidak seenak dulu   mohon ditingkatkan kembali pelayananya ;['pelayanan', 'tidak', 'memuaskan', 'kali', 'salah', 'datang', 'pesanannya', 'sudah', 'begitu', 'steaknya', 'asin', 'dan', 'lebih', 'banyak', 'tepungnya', 'tidak', 'sebanding', 'dengan', 'dagingnya', 'tidak', 'seenak', 'dulu', 'mohon', 'ditingkatkan', 'kembali', 'pelayananya'];['layan', 'tidak', 'muas', 'kali', 'salah', 'datang', 'pesan', 'sudah', 'begitu', 'steaknya', 'asin', 'dan', 'lebih', 'banyak', 'tepung', 'tidak', 'banding', 'dengan', 'daging', 'tidak', 'enak', 'dulu', 'mohon', 'tingkat', 'kembali', 'pelayananya'];['layan', 'tidak', 'muas', 'kali', 'salah', 'datang', 'pesan', '', '', 'steaknya', 'asin', '', 'lebih', 'banyak', 'tepung', 'tidak', 'banding', '', 'daging', 'tidak', 'enak', 'dulu', 'mohon', 'tingkat', '', 'pelayananya'];layan tidak muas kali salah datang pesan steaknya asin lebih banyak tepung tidak banding daging tidak enak dulu mohon tingkat pelayananya
123;Al-Ghiff yang lokasinya di Perumnas rasanya datar seperti baru belajar masak.  Al-Ghiff yang di Tanda Barat biasa saja, masih banyak tempat lain dengan harga & rasa lebih baik.  Pengalaman kurang menyenangkan pas steak datang karena kurang hati-hati  saus steak yang dalam kondisi panas tumpah ke celana saya, untungnya celana tebal, tetapi sayangnya hanya sekedar maaf, tanpa mengganti saus steak yang sudah tumpah lumayan banyak...;2 tahun lalu;1;al-ghiff yang lokasinya di perumnas rasanya datar seperti baru belajar masak.  al-ghiff yang di tanda barat biasa saja, masih banyak tempat lain dengan harga & rasa lebih baik.  pengalaman kurang menyenangkan pas steak datang karena kurang hati-hati  saus steak yang dalam kondisi panas tumpah ke celana saya, untungnya celana tebal, tetapi sayangnya hanya sekedar maaf, tanpa mengganti saus steak yang sudah tumpah lumayan banyak...;al ghiff yang lokasinya di perumnas rasanya datar seperti baru belajar masak   al ghiff yang di tanda barat biasa saja  masih banyak tempat lain dengan harga   rasa lebih baik   pengalaman kurang menyenangkan pas steak datang karena kurang hati hati  saus steak yang dalam kondisi panas tumpah ke celana saya  untungnya celana tebal  tetapi sayangnya hanya sekedar maaf  tanpa mengganti saus steak yang sudah tumpah lumayan banyak   ;['al', 'ghiff', 'yang', 'lokasinya', 'di', 'perumnas', 'rasanya', 'datar', 'seperti', 'baru', 'belajar', 'masak', 'al', 'ghiff', 'yang', 'di', 'tanda', 'barat', 'biasa', 'saja', 'masih', 'banyak', 'tempat', 'lain', 'dengan', 'harga', 'rasa', 'lebih', 'baik', 'pengalaman', 'kurang', 'menyenangkan', 'pas', 'steak', 'datang', 'karena', 'kurang', 'hati', 'hati', 'saus', 'steak', 'yang', 'dalam', 'kondisi', 'panas', 'tumpah', 'ke', 'celana', 'saya', 'untungnya', 'celana', 'tebal', 'tetapi', 'sayangnya', 'hanya', 'sekedar', 'maaf', 'tanpa', 'mengganti', 'saus', 'steak', 'yang', 'sudah', 'tumpah', 'lumayan', 'banyak'];['al', 'ghiff', 'yang', 'lokasi', 'di', 'perumnas', 'rasa', 'datar', 'seperti', 'baru', 'ajar', 'masak', 'al', 'ghiff', 'yang', 'di', 'tanda', 'barat', 'biasa', 'saja', 'masih', 'banyak', 'tempat', 'lain', 'dengan', 'harga', 'rasa', 'lebih', 'baik', 'alam', 'kurang', 'senang', 'pas', 'steak', 'datang', 'karena', 'kurang', 'hati', 'hati', 'saus', 'steak', 'yang', 'dalam', 'kondisi', 'panas', 'tumpah', 'ke', 'celana', 'saya', 'untung', 'celana', 'tebal', 'tetapi', 'sayang', 'hanya', 'dar', 'maaf', 'tanpa', 'ganti', 'saus', 'steak', 'yang', 'sudah', 'tumpah', 'lumayan', 'banyak'];['al', 'ghiff', '', 'lokasi', '', 'perumnas', 'rasa', 'datar', '', 'baru', 'ajar', 'masak', 'al', 'ghiff', '', '', 'tanda', 'barat', 'biasa', '', '', 'banyak', 'tempat', '', '', 'harga', 'rasa', 'lebih', 'baik', 'alam', 'kurang', 'senang', 'pas', 'steak', 'datang', '', 'kurang', 'hati', 'hati', 'saus', 'steak', '', '', 'kondisi', 'panas', 'tumpah', '', 'celana', '', 'untung', 'celana', 'tebal', '', 'sayang', '', 'dar', 'maaf', '', 'ganti', 'saus', 'steak', '', '', 'tumpah', 'lumayan', 'banyak'];al ghiff lokasi perumnas rasa datar baru ajar masak al ghiff tanda barat biasa banyak tempat harga rasa lebih baik alam kurang senang pas steak datang kurang hati hati saus steak kondisi panas tumpah celana untung celana tebal sayang dar maaf ganti saus steak tumpah lumayan banyak
124;Kejunya melimpah;8 bulan lalu;0;kejunya melimpah;kejunya melimpah;['kejunya', 'melimpah'];['keju', 'limpah'];['keju', 'limpah'];keju limpah
125;Enak dan murah...;setahun yang lalu;0;enak dan murah...;enak dan murah   ;['enak', 'dan', 'murah'];['enak', 'dan', 'murah'];['enak', '', 'murah'];enak murah
126;Steaknya enak!;setahun yang lalu;0;steaknya enak!;steaknya enak ;['steaknya', 'enak'];['steaknya', 'enak'];['steaknya', 'enak'];steaknya enak
127;Rekomendasi nih warung steaknya buat kumpul dan menongkrong WiFi gratis, steaknya mantap dan pas di dompet.. tetapi yang crispy tepungnya doang banyak dagingnya sedikit. buat yang lagi bokek tersedia camilan dan makanan ringan juga buat menongkrong pas. Tempat parkir tidak luas untuk kendaraan roda 4 terkadang tidak kebagian tempat.;2 tahun lalu;0;rekomendasi nih warung steaknya buat kumpul dan menongkrong wifi gratis, steaknya mantap dan pas di dompet.. tetapi yang crispy tepungnya doang banyak dagingnya sedikit. buat yang lagi bokek tersedia camilan dan makanan ringan juga buat menongkrong pas. tempat parkir tidak luas untuk kendaraan roda 4 terkadang tidak kebagian tempat.;rekomendasi nih warung steaknya buat kumpul dan menongkrong wifi gratis  steaknya mantap dan pas di dompet   tetapi yang crispy tepungnya doang banyak dagingnya sedikit  buat yang lagi bokek tersedia camilan dan makanan ringan juga buat menongkrong pas  tempat parkir tidak luas untuk kendaraan roda  terkadang tidak kebagian tempat ;['rekomendasi', 'nih', 'warung', 'steaknya', 'buat', 'kumpul', 'dan', 'menongkrong', 'wifi', 'gratis', 'steaknya', 'mantap', 'dan', 'pas', 'di', 'dompet', 'tetapi', 'yang', 'crispy', 'tepungnya', 'doang', 'banyak', 'dagingnya', 'sedikit', 'buat', 'yang', 'lagi', 'bokek', 'tersedia', 'camilan', 'dan', 'makanan', 'ringan', 'juga', 'buat', 'menongkrong', 'pas', 'tempat', 'parkir', 'tidak', 'luas', 'untuk', 'kendaraan', 'roda', 'terkadang', 'tidak', 'kebagian', 'tempat'];['rekomendasi', 'nih', 'warung', 'steaknya', 'buat', 'kumpul', 'dan', 'tongkrong', 'wifi', 'gratis', 'steaknya', 'mantap', 'dan', 'pas', 'di', 'dompet', 'tetapi', 'yang', 'crispy', 'tepung', 'doang', 'banyak', 'daging', 'sedikit', 'buat', 'yang', 'lagi', 'bokek', 'sedia', 'camil', 'dan', 'makan', 'ringan', 'juga', 'buat', 'tongkrong', 'pas', 'tempat', 'parkir', 'tidak', 'luas', 'untuk', 'kendara', 'roda', 'terkadang', 'tidak', 'bagi', 'tempat'];['rekomendasi', 'nih', 'warung', 'steaknya', 'buat', 'kumpul', '', 'tongkrong', 'wifi', 'gratis', 'steaknya', 'mantap', '', 'pas', '', 'dompet', '', '', 'crispy', 'tepung', 'doang', 'banyak', 'daging', 'sedikit', 'buat', '', '', 'bokek', 'sedia', 'camil', '', 'makan', 'ringan', '', 'buat', 'tongkrong', 'pas', 'tempat', 'parkir', 'tidak', 'luas', '', 'kendara', 'roda', 'terkadang', 'tidak', '', 'tempat'];rekomendasi nih warung steaknya buat kumpul tongkrong wifi gratis steaknya mantap pas dompet crispy tepung doang banyak daging sedikit buat bokek sedia camil makan ringan buat tongkrong pas tempat parkir tidak luas kendara roda terkadang tidak tempat
